0266	乍
0267	禾
0268	丘
0269	付
0270	仗
0271	代
0272	仙
0273	们
0274	仪
0275	白
0276	仔
0277	他
0278	斥
0279	瓜
0280	乎
0281	丛
0282	令
0283	用
0284	甩
0285	印
0286	尔
0287	乐
0288	句
0289	匆
0290	册
0291	卯
0292	犯
0293	外
0294	处
0295	冬
0296	鸟
0297	务
0298	包
0299	饥
0300	主
0301	市
0302	立
0303	冯
0304	玄
0305	闪
0306	兰
0307	半
0308	汁
0309	汇
0310	头
0311	汉
0312	宁
0313	穴
0314	它
0315	讨
0316	写
0317	让
0318	礼
0319	训
0320	议
0321	必
0322	讯
0323	记
0324	永
0325	司
0326	尼
0327	民
0328	弗
0329	弘
0330	出
0331	辽
0332	奶
0333	奴
0334	召
0335	加
0336	皮
0337	边
0338	孕
0339	发
0340	圣
0341	对
0342	台
0343	矛
0344	纠
0345	母
0346	幼
0347	丝
0348	邦
0349	式
0350	迂
0351	刑
0352	戎
0353	动
0354	扛
0355	寺
0356	吉
0357	扣
0358	考
0359	托
0360	老
0361	巩
0362	圾
0363	执
0364	扩
0365	扫
0366	地
0367	场
0368	扬
0369	耳
0370	芋
0371	共
0372	芒
0373	亚
0374	芝
0375	朽
0376	朴
0377	机
0378	权
0379	过
0380	臣
0381	吏
0382	再
0383	协
0384	西
0385	压
0386	厌
0387	戌
0388	在
0389	百
0390	有
0391	存
0392	而
0393	页
0394	匠
0395	夸
0396	夺
0397	灰
0398	达
0399	列
0400	死
0401	成
0402	夹
0403	夷
0404	轨
0405	邪
0406	尧
0407	划
0408	迈
0409	毕
0410	至
0411	此
0412	贞
0413	师
0414	尘
0415	尖
0416	劣
0417	光
0418	当
0419	早
0420	吁
0421	吐
0422	吓
0423	虫
0424	曲
0425	团
0426	吕
0427	同
0428	吊
0429	吃
0430	因
0431	吸
0432	吗
0433	吆
0434	屿
0435	屹
0436	岁
0437	帆
0438	回
0439	岂
0440	则
0441	刚
0442	网
0443	肉
0444	年
0445	朱
0446	先
0447	丢
0448	廷
0449	舌
0450	竹
0451	迁
0452	乔
0453	迄
0454	伟
0455	传
0456	乒
0457	乓
0458	休
0459	伍
0460	伏
0461	优
0462	臼
0463	伐
0464	延
0465	仲
0466	件
0467	任
0468	伤
0469	价
0470	伦
0471	份
0472	华
0473	仰
0474	仿
0475	伙
0476	伪
0477	自
0478	伊
0479	血
0480	向
0481	似
0482	后
0483	行
0484	舟
0485	全
0486	会
0487	杀
0488	合
0489	兆
0490	企
0491	众
0492	爷
0493	伞
0494	创
0495	肌
0496	肋
0497	朵
0498	杂
0499	危
0500	旬
0501	旨
0502	旭
0503	负
0504	匈
0505	名
0506	各
0507	多
0508	争
0509	色
0510	壮
0511	冲
0512	妆
0513	冰
0514	庄
0515	庆
0516	亦
0517	刘
0518	齐
0519	交
0520	衣
0521	次
0522	产
0523	决
0524	亥
0525	充
0526	妄
0527	闭
0528	问
0529	闯
0530	羊
0531	并
0532	关
0533	米
0534	灯
0535	州
0536	汗
0537	污
0538	江
0539	汛
0540	池
0541	汝
0542	汤
0543	忙
0544	兴
0545	宇
0546	守
0547	宅
0548	字
0549	安
0550	讲
0551	讳
0552	军
0553	讶
0554	许
0555	讹
0556	论
0557	讼
0558	农
0559	讽
0560	设
0561	访
0562	诀
0563	寻
0564	那
0565	迅
0566	尽
0567	导
0568	异
0569	弛
0570	孙
0571	阵
0572	阳
0573	收
0574	阶
0575	阴
0576	防
0577	奸
0578	如
0579	妇
0580	妃
0581	好
0582	她
0583	妈
0584	戏
0585	羽
0586	观
0587	欢
0588	买
0589	红
0590	驮
0591	纤
0592	驯
0593	约
0594	级
0595	纪
0596	驰
0597	纫
0598	巡
0599	寿
0600	弄
0601	麦
0602	玖
0603	玛
0604	形
0605	进
0606	戒
0607	吞
0608	远
0609	违
0610	韧
0611	运
0612	扶
0613	抚
0614	坛
0615	技
0616	坏
0617	抠
0618	扰
0619	扼
0620	拒
0621	找
0622	批
0623	址
0624	扯
0625	走
0626	抄
0627	贡
0628	汞
0629	坝
0630	攻
0631	赤
0632	折
0633	抓
0634	扳
0635	抡
0636	扮
0637	抢
0638	孝
0639	坎
0640	均
0641	抑
0642	抛
0643	投
0644	坟
0645	坑
0646	抗
0647	坊
0648	抖
0649	护
0650	壳
0651	志
0652	块
0653	扭
0654	声
0655	把
0656	报
0657	拟
0658	却
0659	抒
0660	劫
0661	芙
0662	芜
0663	苇
0664	芽
0665	花
0666	芹
0667	芥
0668	芬
0669	苍
0670	芳
0671	严
0672	芦
0673	芯
0674	劳
0675	克
0676	芭
0677	苏
0678	杆
0679	杠
0680	杜
0681	材
0682	村
0683	杖
0684	杏
0685	杉
0686	巫
0687	极
0688	李
0689	杨
0690	求
0691	甫
0692	匣
0693	更
0694	束
0695	吾
0696	豆
0697	两
0698	酉
0699	丽
0700	医
0701	辰
0702	励
0703	否
0704	还
0705	尬
0706	歼
0707	来
0708	连
0709	轩
0710	步
0711	卤
0712	坚
0713	肖
0714	旱
0715	盯
0716	呈
0717	时
0718	吴
0719	助
0720	县
0721	里
0722	呆
0723	吱
0724	吠
0725	呕
0726	园
0727	旷
0728	围
0729	呀
0730	吨
0731	足
0732	邮
0733	男
0734	困
0735	吵
0736	串
0737	员
0738	呐
0739	听
0740	吟
0741	吩
0742	呛
0743	吻
0744	吹
0745	呜
0746	吭
0747	吧
0748	邑
0749	吼
0750	囤
0751	别
0752	吮
0753	岖
0754	岗
0755	帐
0756	财
0757	针
0758	钉
0759	牡
0760	告
0761	我
0762	乱
0763	利
0764	秃
0765	秀
0766	私
0767	每
0768	兵
0769	估
0770	体
0771	何
0772	佐
0773	佑
0774	但
0775	伸
0776	佃
0777	作
0778	伯
0779	伶
0780	佣
0781	低
0782	你
0783	住
0784	位
0785	伴
0786	身
0787	皂
0788	伺
0789	佛
0790	囱
0791	近
0792	彻
0793	役
0794	返
0795	余
0796	希
0797	坐
0798	谷
0799	妥
0800	含
0801	邻
0802	岔
0803	肝
0804	肛
0805	肚
0806	肘
0807	肠
0808	龟
0809	甸
0810	免
0811	狂
0812	犹
0813	狈
0814	角
0815	删
0816	条
0817	彤
0818	卵
0819	灸
0820	岛
0821	刨
0822	迎
0823	饭
0824	饮
0825	系
0826	言
0827	冻
0828	状
0829	亩
0830	况
0831	床
0832	库
0833	庇
0834	疗
0835	吝
0836	应
0837	这
0838	冷
0839	庐
0840	序
0841	辛
0842	弃
0843	冶
0844	忘
0845	闰
0846	闲
0847	间
0848	闷
0849	判
0850	兑
0851	灶
0852	灿
0853	灼
0854	弟
0855	汪
0856	沐
0857	沛
0858	汰
0859	沥
0860	沙
0861	汽
0862	沃
0863	沦
0864	汹
0865	泛
0866	沧
0867	没
0868	沟
0869	沪
0870	沈
0871	沉
0872	沁
0873	怀
0874	忧
0875	忱
0876	快
0877	完
0878	宋
0879	宏
0880	牢
0881	究
0882	穷
0883	灾
0884	良
0885	证
0886	启
0887	评
0888	补
0889	初
0890	社
0891	祀
0892	识
0893	诈
0894	诉
0895	罕
0896	诊
0897	词
0898	译
0899	君
0900	灵
0901	即
0902	层
0903	屁
0904	尿
0905	尾
0906	迟
0907	局
0908	改
0909	张
0910	忌
0911	际
0912	陆
0913	阿
0914	陈
0915	阻
0916	附
0917	坠
0918	妓
0919	妙
0920	妖
0921	姊
0922	妨
0923	妒
0924	努
0925	忍
0926	劲
0927	矣
0928	鸡
0929	纬
0930	驱
0931	纯
0932	纱
0933	纲
0934	纳
0935	驳
0936	纵
0937	纷
0938	纸
0939	纹
0940	纺
0941	驴
0942	纽
0943	奉
0944	玩
0945	环
0946	武
0947	青
0948	责
0949	现
0950	玫
0951	表
0952	规
0953	抹
0954	卦
0955	坷
0956	坯
0957	拓
0958	拢
0959	拔
0960	坪
0961	拣
0962	坦
0963	担
0964	坤
0965	押
0966	抽
0967	拐
0968	拖
0969	者
0970	拍
0971	顶
0972	拆
0973	拎
0974	拥
0975	抵
0976	拘
0977	势
0978	抱
0979	拄
0980	垃
0981	拉
0982	拦
0983	幸
0984	拌
0985	拧
0986	拂
0987	拙
0988	招
0989	坡
0990	披
0991	拨
0992	择
0993	抬
0994	拇
0995	拗
0996	其
0997	取
0998	茉
0999	苦
1000	昔
1001	苛
1002	若
1003	茂
1004	苹
1005	苗
1006	英
1007	苟
1008	苑
1009	苞
1010	范
1011	直
1012	茁
1013	茄
1014	茎
1015	苔
1016	茅
1017	枉
1018	林
1019	枝
1020	杯
1021	枢
1022	柜
1023	枚
1024	析
1025	板
1026	松
1027	枪
1028	枫
1029	构
1030	杭
1031	杰
1032	述
1033	枕
1034	丧
1035	或
1036	画
1037	卧
1038	事
1039	刺
1040	枣
1041	雨
1042	卖
1043	郁
1044	矾
1045	矿
1046	码
1047	厕
1048	奈
1049	奔
1050	奇
1051	奋
1052	态
1053	欧
1054	殴
1055	垄
1056	妻
1057	轰
1058	顷
1059	转
1060	斩
1061	轮
1062	软
1063	到
1064	非
1065	叔
1066	歧
1067	肯
1068	齿
1069	些
1070	卓
1071	虎
1072	虏
1073	肾
1074	贤
1075	尚
1076	旺
1077	具
1078	味
1079	果
1080	昆
1081	国
1082	哎
1083	咕
1084	昌
1085	呵
1086	畅
1087	明
1088	易
1089	咙
1090	昂
1091	迪
1092	典
1093	固
1094	忠
1095	呻
1096	咒
1097	咋
1098	咐
1099	呼
1100	鸣
1101	咏
1102	呢
1103	咄
1104	咖
1105	岸
1106	岩
1107	帖
1108	罗
1109	帜
1110	帕
1111	岭
1112	凯
1113	败
1114	账
1115	贩
1116	贬
1117	购
1118	贮
1119	图
1120	钓
1121	制
1122	知
1123	迭
1124	氛
1125	垂
1126	牧
1127	物
1128	乖
1129	刮
1130	秆
1131	和
1132	季
1133	委
1134	秉
1135	佳
1136	侍
1137	岳
1138	供
1139	使
1140	例
1141	侠
1142	侥
1143	版
1144	侄
1145	侦
1146	侣
1147	侧
1148	凭
1149	侨
1150	佩
1151	货
1152	侈
1153	依
1154	卑
1155	的
1156	迫
1157	质
1158	欣
1159	征
1160	往
1161	爬
1162	彼
1163	径
1164	所
1165	舍
1166	金
1167	刹
1168	命
1169	肴
1170	斧
1171	爸
1172	采
1173	觅
1174	受
1175	乳
1176	贪
1177	念
1178	贫
1179	忿
1180	肤
1181	肺
1182	肢
1183	肿
1184	胀
1185	朋
1186	股
1187	肮
1188	肪
1189	肥
1190	服
1191	胁
1192	周
1193	昏
1194	鱼
1195	兔
1196	狐
1197	忽
1198	狗
1199	狞
1200	备
1201	饰
1202	饱
1203	饲
1204	变
1205	京
1206	享
1207	庞
1208	店
1209	夜
1210	庙
1211	府
1212	底
1213	疟
1214	疙
1215	疚
1216	剂
1217	卒
1218	郊
1219	庚
1220	废
1221	净
1222	盲
1223	放
1224	刻
1225	育
1226	氓
1227	闸
1228	闹
1229	郑
1230	券
1231	卷
1232	单
1233	炬
1234	炒
1235	炊
1236	炕
1237	炎
1238	炉
1239	沫
1240	浅
1241	法
1242	泄
1243	沽
1244	河
1245	沾
1246	泪
1247	沮
1248	油
1249	泊
1250	沿
1251	泡
1252	注
1253	泣
1254	泞
1255	泻
1256	泌
1257	泳
1258	泥
1259	沸
1260	沼
1261	波
1262	泼
1263	泽
1264	治
1265	怔
1266	怯
1267	怖
1268	性
1269	怕
1270	怜
1271	怪
1272	怡
1273	学
1274	宝
1275	宗
1276	定
1277	宠
1278	宜
1279	审
1280	宙
1281	官
1282	空
1283	帘
1284	宛
1285	实
1286	试
1287	郎
1288	诗
1289	肩
1290	房
1291	诚
1292	衬
1293	衫
1294	视
1295	祈
1296	话
1297	诞
1298	诡
1299	询
1300	该
1301	详
1302	建
1303	肃
1304	录
1305	隶
1306	帚
1307	屉
1308	居
1309	届
1310	刷
1311	屈
1312	弧
1313	弥
1314	弦
1315	承
1316	孟
1317	陋
1318	陌
1319	孤
1320	陕
1321	降
1322	函
1323	限
1324	妹
1325	姑
1326	姐
1327	姓
1328	妮
1329	始
1330	姆
1331	迢
1332	驾
1333	叁
1334	参
1335	艰
1336	线
1337	练
1338	组
1339	绅
1340	细
1341	驶
1342	织
1343	驹
1344	终
1345	驻
1346	绊
1347	驼
1348	绍
1349	绎
1350	经
1351	贯
1352	契
1353	贰
1354	奏
1355	春
1356	帮
1357	玷
1358	珍
1359	玲
1360	珊
1361	玻
1362	毒
1363	型
1364	拭
1365	挂
1366	封
1367	持
1368	拷
1369	拱
1370	项
1371	垮
1372	挎
1373	城
1374	挟
1375	挠
1376	政
1377	赴
1378	赵
1379	挡
1380	拽
1381	哉
1382	挺
1383	括
1384	垢
1385	拴
1386	拾
1387	挑
1388	垛
1389	指
1390	垫
1391	挣
1392	挤
1393	拼
1394	挖
1395	按
1396	挥
1397	挪
1398	拯
1399	某
1400	甚
1401	荆
1402	茸
1403	革
1404	茬
1405	荐
1406	巷
1407	带
1408	草
1409	茧
1410	茵
1411	茶
1412	荒
1413	茫
1414	荡
1415	荣
1416	荤
1417	荧
1418	故
1419	胡
1420	荫
1421	荔
1422	南
1423	药
1424	标
1425	栈
1426	柑
1427	枯
1428	柄
1429	栋
1430	相
1431	查
1432	柏
1433	栅
1434	柳
1435	柱
1436	柿
1437	栏
1438	柠
1439	树
1440	勃
1441	要
1442	柬
1443	咸
1444	威
1445	歪
1446	研
1447	砖
1448	厘
1449	厚
1450	砌
1451	砂
1452	泵
1453	砚
1454	砍
1455	面
1456	耐
1457	耍
1458	牵
1459	鸥
1460	残
1461	殃
1462	轴
1463	轻
1464	鸦
1465	皆
1466	韭
1467	背
1468	战
1469	点
1470	虐
1471	临
1472	览
1473	竖
1474	省
1475	削
1476	尝
1477	昧
1478	盹
1479	是
1480	盼
1481	眨
1482	哇
1483	哄
1484	哑
1485	显
1486	冒
1487	映
1488	星
1489	昨
1490	咧
1491	昭
1492	畏
1493	趴
1494	胃
1495	贵
1496	界
1497	虹
1498	虾
1499	蚁
1500	思
1501	蚂
1502	虽
1503	品
1504	咽
1505	骂
1506	勋
1507	哗
1508	咱
1509	响
1510	哈
1511	哆
1512	咬
1513	咳
1514	咪
1515	哪
1516	哟
1517	炭
1518	峡
1519	罚
1520	贱
1521	贴
1522	贻
1523	骨
1524	幽
1525	钙
1526	钝
1527	钞
1528	钟
1529	钢
1530	钠
1531	钥
1532	钦
1533	钧
1534	钩
1535	钮
1536	卸
1537	缸
1538	拜
1539	看
1540	矩
1541	毡
1542	氢
1543	怎
1544	牲
1545	选
1546	适
1547	秒
1548	香
1549	种
1550	秋
1551	科
1552	重
1553	复
1554	竿
1555	段
1556	便
1557	俩
1558	贷
1559	顺
1560	修
1561	俏
1562	保
1563	促
1564	俄
1565	俐
1566	侮
1567	俭
1568	俗
1569	俘
1570	信
1571	皇
1572	泉
1573	鬼
1574	侵
1575	禹
1576	侯
1577	追
1578	俊
1579	盾
1580	待
1581	徊
1582	衍
1583	律
1584	很
1585	须
1586	叙
1587	剑
1588	逃
1589	食
1590	盆
1591	胚
1592	胧
1593	胆
1594	胜
1595	胞
1596	胖
1597	脉
1598	胎
1599	勉
1600	狭
1601	狮
1602	独
1603	狰
1604	狡
1605	狱
1606	狠
1607	贸
1608	怨
1609	急
1610	饵
1611	饶
1612	蚀
1613	饺
1614	饼
1615	峦
1616	弯
1617	将
1618	奖
1619	哀
1620	亭
1621	亮
1622	度
1623	迹
1624	庭
1625	疮
1626	疯
1627	疫
1628	疤
1629	咨
1630	姿
1631	亲
1632	音
1633	帝
1634	施
1635	闺
1636	闻
1637	闽
1638	阀
1639	阁
1640	差
1641	养
1642	美
1643	姜
1644	叛
1645	送
1646	类
1647	迷
1648	籽
1649	娄
1650	前
1651	首
1652	逆
1653	兹
1654	总
1655	炼
1656	炸
1657	烁
1658	炮
1659	炫
1660	烂
1661	剃
1662	洼
1663	洁
1664	洪
1665	洒
1666	柒
1667	浇
1668	浊
1669	洞
1670	测
1671	洗
1672	活
1673	派
1674	洽
1675	染
1676	洛
1677	浏
1678	济
1679	洋
1680	洲
1681	浑
1682	浓
1683	津
1684	恃
1685	恒
1686	恢
1687	恍
1688	恬
1689	恤
1690	恰
1691	恼
1692	恨
1693	举
1694	觉
1695	宣
1696	宦
1697	室
1698	宫
1699	宪
1700	突
1701	穿
1702	窃
1703	客
1704	诫
1705	冠
1706	诬
1707	语
1708	扁
1709	袄
1710	祖
1711	神
1712	祝
1713	祠
1714	误
1715	诱
1716	诲
1717	说
1718	诵
1719	垦
1720	退
1721	既
1722	屋
1723	昼
1724	屏
1725	屎
1726	费
1727	陡
1728	逊
1729	眉
1730	孩
1731	陨
1732	除
1733	险
1734	院
1735	娃
1736	姥
1737	姨
1738	姻
1739	娇
1740	姚
1741	娜
1742	怒
1743	架
1744	贺
1745	盈
1746	勇
1747	怠
1748	癸
1749	蚤
1750	柔
1751	垒
1752	绑
1753	绒
1754	结
1755	绕
1756	骄
1757	绘
1758	给
1759	绚
1760	骆
1761	络
1762	绝
1763	绞
1764	骇
1765	统
1766	耕
1767	耘
1768	耗
1769	耙
1770	艳
1771	泰
1772	秦
1773	珠
1774	班
1775	素
1776	匿
1777	蚕
1778	顽
1779	盏
1780	匪
1781	捞
1782	栽
1783	捕
1784	埂
1785	捂
1786	振
1787	载
1788	赶
1789	起
1790	盐
1791	捎
1792	捍
1793	捏
1794	埋
1795	捉
1796	捆
1797	捐
1798	损
1799	袁
1800	捌
1801	都
1802	哲
1803	逝
1804	捡
1805	挫
1806	换
1807	挽
1808	挚
1809	热
1810	恐
1811	捣
1812	壶
1813	捅
1814	埃
1815	挨
1816	耻
1817	耿
1818	耽
1819	聂
1820	恭
1821	莽
1822	莱
1823	莲
1824	莫
1825	莉
1826	荷
1827	获
1828	晋
1829	恶
1830	莹
1831	莺
1832	真
1833	框
1834	梆
1835	桂
1836	桔
1837	栖
1838	档
1839	桐
1840	株
1841	桥
1842	桦
1843	栓
1844	桃
1845	格
1846	桩
1847	校
1848	核
1849	样
1850	根
1851	索
1852	哥
1853	速
1854	逗
1855	栗
1856	贾
1857	酌
1858	配
1859	翅
1860	辱
1861	唇
1862	夏
1863	砸
1864	砰
1865	砾
1866	础
1867	破
1868	原
1869	套
1870	逐
1871	烈
1872	殊
1873	殉
1874	顾
1875	轿
1876	较
1877	顿
1878	毙
1879	致
1880	柴
1881	桌
1882	虑
1883	监
1884	紧
1885	党
1886	逞
1887	晒
1888	眠
1889	晓
1890	哮
1891	唠
1892	鸭
1893	晃
1894	哺
1895	晌
1896	剔
1897	晕
1898	蚌
1899	畔
1900	蚣
1901	蚊
1902	蚪
1903	蚓
1904	哨
1905	哩
1906	圃
1907	哭
1908	哦
1909	恩
1910	鸯
1911	唤
1912	唁
1913	哼
1914	唧
1915	啊
1916	唉
1917	唆
1918	罢
1919	峭
1920	峨
1921	峰
1922	圆
1923	峻
1924	贼
1925	贿
1926	赂
1927	赃
1928	钱
1929	钳
1930	钻
1931	钾
1932	铁
1933	铃
1934	铅
1935	缺
1936	氧
1937	氨
1938	特
1939	牺
1940	造
1941	乘
1942	敌
1943	秤
1944	租
1945	积
1946	秧
1947	秩
1948	称
1949	秘
1950	透
1951	笔
1952	笑
1953	笋
1954	债
1955	借
1956	值
1957	倚
1958	俺
1959	倾
1960	倒
1961	倘
1962	俱
1963	倡
1964	候
1965	赁
1966	俯
1967	倍
1968	倦
1969	健
1970	臭
1971	射
1972	躬
1973	息
1974	倔
1975	徒
1976	徐
1977	殷
1978	舰
1979	舱
1980	般
1981	航
1982	途
1983	拿
1984	耸
1985	爹
1986	舀
1987	爱
1988	豺
1989	豹
1990	颁
1991	颂
1992	翁
1993	胰
1994	脆
1995	脂
1996	胸
1997	胳
1998	脏
1999	脐
2000	胶
2001	脑
2002	脓
2003	逛
2004	狸
2005	狼
2006	卿
2007	逢
2008	鸵
2009	留
2010	鸳
2011	皱
2012	饿
2013	馁
2014	凌
2015	凄
2016	恋
2017	桨
2018	浆
2019	衰
2020	衷
2021	高
2022	郭
2023	席
2024	准
2025	座
2026	症
2027	病
2028	疾
2029	斋
2030	疹
2031	疼
2032	疲
2033	脊
2034	效
2035	离
2036	紊
2037	唐
2038	瓷
2039	资
2040	凉
2041	站
2042	剖
2043	竞
2044	部
2045	旁
2046	旅
2047	畜
2048	阅
2049	羞
2050	羔
2051	瓶
2052	拳
2053	粉
2054	料
2055	益
2056	兼
2057	烤
2058	烘
2059	烦
2060	烧
2061	烛
2062	烟
2063	烙
2064	递
2065	涛
2066	浙
2067	涝
2068	浦
2069	酒
2070	涉
2071	消
2072	涡
2073	浩
2074	海
2075	涂
2076	浴
2077	浮
2078	涣
2079	涤
2080	流
2081	润
2082	涧
2083	涕
2084	浪
2085	浸
2086	涨
2087	烫
2088	涩
2089	涌
2090	悖
2091	悟
2092	悄
2093	悍
2094	悔
2095	悯
2096	悦
2097	害
2098	宽
2099	家
2100	宵
2101	宴
2102	宾
2103	窍
2104	窄
2105	容
2106	宰
2107	案
2108	请
2109	朗
2110	诸
2111	诺
2112	读
2113	扇
2114	诽
2115	袜
2116	袖
2117	袍
2118	被
2119	祥
2120	课
2121	冥
2122	谁
2123	调
2124	冤
2125	谅
2126	谆
2127	谈
2128	谊
2129	剥
2130	恳
2131	展
2132	剧
2133	屑
2134	弱
2135	陵
2136	祟
2137	陶
2138	陷
2139	陪
2140	娱
2141	娟
2142	恕
2143	娥
2144	娘
2145	通
2146	能
2147	难
2148	预
2149	桑
2150	绢
2151	绣
2152	验
2153	继
2154	骏
2155	球
2156	琐
2157	理
2158	琉
2159	琅
2160	捧
2161	堵
2162	措
2163	描
2164	域
2165	捺
2166	掩
2167	捷
2168	排
2169	焉
2170	掉
2171	捶
2172	赦
2173	堆
2174	推
2175	埠
2176	掀
2177	授
2178	捻
2179	教
2180	掏
2181	掐
2182	掠
2183	掂
2184	培
2185	接
2186	掷
2187	控
2188	探
2189	据
2190	掘
2191	掺
2192	职
2193	基
2194	聆
2195	勘
2196	聊
2197	娶
2198	著
2199	菱
2200	勒
2201	黄
2202	菲
2203	萌
2204	萝
2205	菌
2206	萎
2207	菜
2208	萄
2209	菊
2210	菩
2211	萍
2212	菠
2213	萤
2214	营
2215	乾
2216	萧
2217	萨
2218	菇
2219	械
2220	彬
2221	梦
2222	婪
2223	梗
2224	梧
2225	梢
2226	梅
2227	检
2228	梳
2229	梯
2230	桶
2231	梭
2232	救
2233	曹
2234	副
2235	票
2236	酝
2237	酗
2238	厢
2239	戚
2240	硅
2241	硕
2242	奢
2243	盔
2244	爽
2245	聋
2246	袭
2247	盛
2248	匾
2249	雪
2250	辅
2251	辆
2252	颅
2253	虚
2254	彪
2255	雀
2256	堂
2257	常
2258	眶
2259	匙
2260	晨
2261	睁
2262	眯
2263	眼
2264	悬
2265	野
2266	啪
2267	啦
2268	曼
2269	晦
2270	晚
2271	啄
2272	啡
2273	距
2274	趾
2275	啃
2276	跃
2277	略
2278	蚯
2279	蛀
2280	蛇
2281	唬
2282	累
2283	鄂
2284	唱
2285	患
2286	啰
2287	唾
2288	唯
2289	啤
2290	啥
2291	啸
2292	崖
2293	崎
2294	崭
2295	逻
2296	崔
2297	帷
2298	崩
2299	崇
2300	崛
2301	婴
2302	圈
2303	铐
2304	铛
2305	铝
2306	铜
2307	铭
2308	铲
2309	银
2310	矫
2311	甜
2312	秸
2313	梨
2314	犁
2315	秽
2316	移
2317	笨
2318	笼
2319	笛
2320	笙
2321	符
2322	第
2323	敏
2324	做
2325	袋
2326	悠
2327	偿
2328	偶
2329	偎
2330	偷
2331	您
2332	售
2333	停
2334	偏
2335	躯
2336	兜
2337	假
2338	衅
2339	徘
2340	徙
2341	得
2342	衔
2343	盘
2344	舶
2345	船
2346	舵
2347	斜
2348	盒
2349	鸽
2350	敛
2351	悉
2352	欲
2353	彩
2354	领
2355	脚
2356	脖
2357	脯
2358	豚
2359	脸
2360	脱
2361	象
2362	够
2363	逸
2364	猜
2365	猪
2366	猎
2367	猫
2368	凰
2369	猖
2370	猛
2371	祭
2372	馅
2373	馆
2374	凑
2375	减
2376	毫
2377	烹
2378	庶
2379	麻
2380	庵
2381	痊
2382	痒
2383	痕
2384	廊
2385	康
2386	庸
2387	鹿
2388	盗
2389	章
2390	竟
2391	商
2392	族
2393	旋
2394	望
2395	率
2396	阎
2397	阐
2398	着
2399	羚
2400	盖
2401	眷
2402	粘
2403	粗
2404	粒
2405	断
2406	剪
2407	兽
2408	焊
2409	焕
2410	清
2411	添
2412	鸿
2413	淋
2414	涯
2415	淹
2416	渠
2417	渐
2418	淑
2419	淌
2420	混
2421	淮
2422	淆
2423	渊
2424	淫
2425	渔
2426	淘
2427	淳
2428	液
2429	淤
2430	淡
2431	淀
2432	深
2433	涮
2434	涵
2435	婆
2436	梁
2437	渗
2438	情
2439	惜
2440	惭
2441	悼
2442	惧
2443	惕
2444	惟
2445	惊
2446	惦
2447	悴
2448	惋
2449	惨
2450	惯
2451	寇
2452	寅
2453	寄
2454	寂
2455	宿
